1450086844: 51341
1450086845: 1050082
1450086846: 2708713
1450086847: 2999966
1450086848: 3053144
1450086849: 3940962
1450086850: 4307001
1450086851: 4309681
1450086852: 4297624
1450086853: 4294808
1450086854: 4316735
1450086855: 4250232
1450086856: 4090001
1450086857: 2087462
1450086858: 2581775
1450086859: 2059282
1450086860: 2170331
1450086861: 3101525
1450086862: 4014755
1450086863: 4006820
1450086864: 4025191
1450086865: 4166597
1450086866: 4090149
1450086867: 4137746
1450086868: 4199144
1450086869: 4253869
1450086870: 4270468
1450086871: 4165209
1450086872: 4153979
1450086873: 4187801
1450086874: 664
