1449911116: 4454
1449911117: 10988
1449911118: 11631
1449911119: 12246
1449911120: 11019
1449911121: 10975
1449911122: 9508
1449911123: 8925
1449911124: 7459
1449911125: 7902
1449911126: 7168
1449911127: 6434
1449911128: 6144
1449911129: 6144
1449911130: 5879
1449911131: 5120
1449911132: 5120
1449911133: 5120
1449911134: 4409
1449911135: 5120
1449911136: 4096
1449911137: 4807
1449911138: 4096
1449911139: 4096
1449911140: 4096
1449911141: 3385
1449911142: 4096
1449911143: 3783
1449911144: 3385
1449911145: 4096
1449911146: 3072
1449911147: 3783
1449911148: 3385
1449911149: 3072
1449911150: 3072
1449911151: 3783
1449911152: 3072
1449911153: 3072
1449911154: 3072
1449911155: 3072
1449911156: 3072
1449911157: 3072
1449911158: 3072
1449911159: 2361
1449911160: 3072
1449911161: 3072
1449911162: 2759
1449911163: 2361
1449911164: 3072
1449911165: 2759
1449911166: 2361
1449911167: 2759
1449911168: 2361
1449911169: 2759
1449911170: 2361
1449911171: 2759
1449911172: 2361
1449911173: 2048
1449911174: 2759
1449911175: 2361
1449911176: 2048
1449911177: 2759
1449911178: 2361
1449911179: 2048
1449911180: 2048
1449911181: 2048
1449911182: 2759
1449911183: 2048
1449911184: 2361
1449911185: 2048
1449911186: 2048
1449911187: 2048
1449911188: 2048
1449911189: 2048
1449911190: 2048
1449911191: 2048
1449911192: 2048
1449911193: 2048
1449911194: 2048
1449911195: 2048
1449911196: 2048
1449911197: 2048
1449911198: 2048
1449911199: 2048
1449911200: 1735
1449911201: 2048
1449911202: 1337
1449911203: 2048
1449911204: 2048
1449911205: 2048
1449911206: 1735
1449911207: 2048
1449911208: 1337
1449911209: 2048
1449911210: 2048
1449911211: 1735
1449911212: 1337
1449911213: 2048
1449911214: 2048
1449911215: 1735
1449911216: 1337
1449911217: 2048
1449911218: 1735
1449911219: 1337
1449911220: 2048
1449911221: 1735
1449911222: 1337
1449911223: 2048
1449911224: 1735
1449911225: 1337
1449911226: 2048
1449911227: 1024
1449911228: 2048
1449911229: 1735
1449911230: 1337
1449911231: 2048
1449911232: 1024
1449911233: 2048
1449911234: 1735
1449911235: 1337
1449911236: 1735
1449911237: 1337
1449911238: 1735
1449911239: 1337
1449911240: 1735
1449911241: 1337
1449911242: 1735
1449911243: 1337
1449911244: 1735
1449911245: 1337
1449911246: 1024
1449911247: 2048
1449911248: 1024
1449911249: 1735
1449911250: 1337
1449911251: 1735
1449911252: 1337
1449911253: 1024
1449911254: 2048
1449911255: 1024
1449911256: 1735
1449911257: 1337
1449911258: 1024
1449911259: 2048
1449911260: 1024
1449911261: 1735
1449911262: 1337
1449911263: 1024
1449911264: 1735
1449911265: 1337
1449911266: 1024
1449911267: 1735
1449911268: 1337
1449911269: 1024
1449911270: 1735
1449911271: 1337
1449911272: 1024
1449911273: 1735
1449911274: 1337
1449911275: 1024
1449911276: 1030
1449911277: 1729
1449911278: 1337
1449911279: 1024
1449911280: 1735
1449911281: 1337
1449911282: 1024
1449911283: 1024
1449911284: 1735
1449911285: 1337
1449911286: 1024
1449911287: 1024
1449911288: 1735
1449911289: 1337
1449911290: 1024
1449911291: 1024
1449911292: 1735
1449911293: 1024
1449911294: 1337
1449911295: 1024
1449911296: 1024
1449911297: 1024
1449911298: 1735
1449911299: 1337
1449911300: 1024
1449911301: 1024
1449911302: 1024
1449911303: 1735
1449911304: 1024
1449911305: 1024
1449911306: 1337
1449911307: 1024
1449911308: 1024
1449911309: 1024
1449911310: 1024
1449911311: 1735
1449911312: 1024
1449911313: 1337
1449911314: 1024
1449911315: 1024
1449911316: 1024
1449911317: 1024
1449911318: 1024
1449911319: 1735
1449911320: 1024
1449911321: 1337
1449911322: 1024
1449911323: 1024
1449911324: 1024
1449911325: 1024
1449911326: 1024
1449911327: 1024
1449911328: 1024
1449911329: 1024
1449911330: 1735
1449911331: 1024
1449911332: 1024
1449911333: 1024
1449911334: 1337
1449911335: 1024
1449911336: 1024
1449911337: 1024
1449911338: 1024
1449911339: 1024
1449911340: 1024
1449911341: 1024
1449911342: 711
1449911343: 1024
1449911344: 313
1449911345: 1024
1449911346: 1024
1449911347: 1024
1449911348: 1024
1449911349: 1024
1449911350: 1024
1449911351: 1024
1449911352: 711
1449911353: 1024
1449911354: 1024
1449911355: 1024
1449911356: 1024
1449911357: 1024
1449911358: 1024
1449911359: 313
1449911360: 1024
1449911361: 1024
1449911362: 1024
1449911363: 1024
1449911364: 1024
1449911365: 711
1449911366: 313
1449911367: 1024
1449911368: 1024
1449911369: 1024
1449911370: 1024
1449911371: 711
1449911372: 1024
1449911373: 1024
1449911374: 313
1449911375: 1024
1449911376: 1024
1449911377: 1024
1449911378: 1024
1449911379: 711
1449911380: 1024
1449911381: 313
1449911382: 1024
1449911383: 1024
1449911384: 1025
1449911385: 1024
1449911386: 1024
1449911387: 710
1449911388: 1024
1449911389: 1024
1449911390: 314
1449911391: 1024
1449911392: 710
1449911393: 314
1449911394: 710
1449911395: 314
1449911396: 1024
1449911397: 1024
1449911398: 1024
1449911399: 710
1449911400: 314
1449911401: 1024
1449911402: 1024
1449911403: 710
1449911404: 314
1449911405: 1024
1449911406: 1024
1449911407: 710
1449911408: 314
1449911409: 1024
1449911410: 1024
1449911411: 1024
1449911412: 1024
1449911413: 710
1449911414: 314
1449911415: 1024
1449911416: 1024
1449911417: 1024
1449911418: 1024
1449911419: 1024
1449911420: 710
1449911421: 1024
1449911422: 314
1449911423: 1024
1449911424: 1024
1449911425: 710
1449911426: 314
1449911427: 1024
1449911428: 1024
1449911429: 710
1449911430: 1024
1449911431: 314
1449911432: 1024
1449911433: 1024
1449911434: 710
1449911435: 314
1449911436: 1024
1449911437: 710
1449911438: 1024
1449911439: 314
1449911440: 1024
1449911441: 710
1449911442: 314
1449911443: 1024
1449911444: 710
1449911445: 1024
1449911446: 314
1449911447: 1024
1449911448: 710
1449911449: 314
1449911450: 1024
1449911451: 1024
1449911452: 710
1449911453: 314
1449911454: 1024
1449911455: 1024
1449911456: 710
1449911457: 314
1449911458: 1024
1449911459: 710
1449911460: 314
1449911461: 1024
1449911463: 1024
1449911464: 710
1449911465: 314
1449911466: 710
1449911467: 314
1449911468: 1024
1449911469: 710
1449911470: 314
1449911471: 1024
1449911472: 710
1449911473: 314
1449911474: 1024
1449911475: 1024
1449911476: 1024
1449911477: 710
1449911478: 314
1449911479: 1024
1449911480: 1024
1449911481: 710
1449911482: 1024
1449911483: 314
1449911484: 1024
1449911485: 710
1449911486: 1024
1449911487: 314
